postal code,latitude,longitude
730-770,36.1208723373,128.359236295
730-771,36.1408820202,128.419129592
730-772,36.1408820202,128.419129592
730-773,36.1270484462,128.339908515
730-774,36.0935204221,128.423531404
730-775,36.1139778857,128.334457695
730-776,36.1139778857,128.334457695
730-777,36.1139778857,128.334457695
429-060,37.4362795954,126.797890586
660-003,35.2140071738,128.147938532
330-781,36.787207621,127.139033402
330-780,36.8211229606,127.161009137
445-877,37.1934918317,127.074876988
602-840,35.0843075286,129.023062875
602-842,35.1037637359,129.016262347
780-230,35.8104193067,129.261321086
380-210,36.9666670472,127.884288306
336-797,36.7657537133,127.055396274
740-933,35.939079693,128.076646283
740-932,35.9538788653,128.037587923
740-931,35.9859266485,128.036175592
740-930,35.9848263566,128.026629741
579-856,35.6615104666,126.539836047
579-854,35.6353227286,126.502590807
579-855,35.6353227286,126.502590807
579-852,35.6544599022,126.577497313
579-853,35.6016269969,126.498561753
579-850,35.6635500067,126.528409162
579-851,35.6328727589,126.473262053
701-350,35.8678590142,128.745095242
480-732,37.7314238778,127.056847377
480-733,37.7314238778,127.056847377
480-730,37.7314238778,127.056847377
480-731,37.7314238778,127.056847377
480-736,37.7314238778,127.056847377
480-737,37.7314238778,127.056847377
480-734,37.7314238778,127.056847377
480-735,37.7263109879,127.054688245
480-738,37.7314238778,127.056847377
480-739,37.7436476991,127.057945934
325-922,36.1386799424,126.741376256
325-921,36.1757362063,126.749199978
325-920,36.1425932899,126.752607686
638-942,34.9826580337,128.219474693
638-940,34.9998355926,128.186522992
638-941,34.9726286676,128.181873158
402-859,37.4551732824,126.690283699
402-858,37.4496746185,126.689329935
402-851,37.4496746185,126.689329935
402-850,37.4484394283,126.677590887
402-853,37.4638112867,126.676507581
402-852,37.4484394283,126.677590887
402-855,37.4547689784,126.672658608
402-854,37.4659588031,126.687033457
402-857,37.4547689784,126.672658608
402-856,37.4446953662,126.673846119
780-904,35.7898198521,129.134893729
780-905,35.8492852518,129.090698619
780-902,35.8367586156,129.120003993
780-903,35.8836167133,129.109192679
780-900,35.8499848183,129.102448715
780-901,35.8492852518,129.090698619
548-904,34.5233697931,127.147436596
548-905,34.5233697931,127.147436596
548-906,34.5233697931,127.147436596
548-907,34.5528095899,127.133128414
548-900,34.5295426404,127.138450405
548-901,34.5836126038,127.14974022
548-902,34.603080906,127.09960447
548-903,34.5233697931,127.147436596
548-909,34.3970476273,127.25414766
520-320,34.9890506103,126.697350972
300-090,36.3470197553,127.441416939
300-091,36.3470197553,127.441416939
300-092,36.349070221,127.447395172
137-799,37.5149871794,127.013976147
137-798,37.5149871794,127.013976147
137-793,37.471707801,127.026760481
137-792,37.464653023,127.016051163
137-791,37.464653023,127.016051163
137-790,37.5149871794,127.013976147
137-797,37.5149871794,127.013976147
137-796,37.5149871794,127.013976147
137-795,37.5149871794,127.013976147
137-794,37.5149871794,127.013976147
573-320,35.9796141215,126.729863482
641-220,35.2313196375,128.647353321
157-742,37.5696054859,126.84478737
157-743,37.5673865614,126.85126199
157-740,37.5481495015,126.82084601
157-741,37.5537434511,126.870985337
157-746,37.5610223897,126.860496687
157-747,37.5610223897,126.860496687
157-744,37.5673865614,126.85126199
157-745,37.5673865614,126.85126199
157-748,37.5610223897,126.860496687
157-749,37.5610223897,126.860496687
158-600,37.5170209573,126.866542073
360-773,36.6089065753,127.501371432
483-723,37.8898229962,127.064221939
483-720,37.9077645016,127.053207579
570-750,35.9781516197,126.948658674
570-751,35.9511400765,126.959055313
570-752,35.9378879747,126.95836175
570-753,35.9511400765,126.959055313
570-754,35.9781516197,126.948658674
570-755,35.9472503498,126.941691595
570-756,35.9472503498,126.941691595
570-757,35.9472503498,126.941691595
570-758,35.9472503498,126.941691595
570-759,35.9511400765,126.959055313
742-832,36.3610303821,128.130364033
742-833,36.316669697,128.164887334
157-031,37.5556538644,126.858655176
100-210,37.5672666194,126.984624102
157-032,37.5426913156,126.862563096
576-040,35.7968045377,126.873943575
157-033,37.5588949127,126.84791068
137-728,37.4900861967,127.019534781
566-823,35.663410517,127.240891433
566-822,35.6462415234,127.262252146
566-821,35.6409686515,127.201584049
566-820,35.6571089025,127.224002759
413-012,37.7515853285,126.777214885
413-011,37.7663520526,126.776217247
413-010,37.7663520526,126.776217247
143-903,37.5606127723,127.080023609
143-902,37.5686748941,127.080009595
143-901,37.5686748941,127.080009595
143-900,37.5686748941,127.080009595
143-907,37.5590671271,127.089420323
143-906,37.5590671271,127.089420323
143-905,37.5590671271,127.089420323
143-904,37.5606127723,127.080023609
143-909,37.5686748941,127.080009595
143-908,37.5601577482,127.081372233
448-822,37.3045648643,127.081096021
448-823,37.3045648643,127.081096021
448-821,37.3045648643,127.081096021
740-110,36.1195963657,128.097747898
465-120,37.5336380827,127.233747887
502-210,35.1643898557,126.880261558
760-180,36.5641775198,128.728701056
406-828,37.4250678798,126.666158506
406-829,37.4250678798,126.666158506
406-826,37.4083400805,126.678675453
406-827,37.4083400805,126.678675453
406-820,37.4222124973,126.681481156
200-010,37.886803173,127.734486133
760-230,36.5605503495,128.718331295
448-170,37.3279850451,127.094949785
448-171,37.3279850451,127.094949785
448-172,37.3194875483,127.088968736
360-171,36.6582780171,127.482946162
360-170,36.6576793887,127.494435538
360-172,36.6595501279,127.490948929
120-060,37.5695598079,126.958901266
425-310,37.2247149865,126.635548281
406-792,37.4250678798,126.666158506
406-793,37.4250678798,126.666158506
601-838,35.1213141555,129.039789519
406-791,37.4250678798,126.666158506
601-836,35.1213141555,129.039789519
601-837,35.1213141555,129.039789519
601-834,35.1165598779,129.038486473
601-835,35.1139650715,129.036952215
601-832,35.1199782024,129.03456176
601-833,35.1165598779,129.038486473
601-830,35.1139650715,129.036952215
601-831,35.1199782024,129.03456176
606-044,35.0768563302,129.04840767
606-041,35.0909863293,129.043520252
606-042,35.0881080313,129.042768676
606-043,35.0860103602,129.041041142
133-726,37.5481967894,127.055273038
133-727,37.5481967894,127.055273038
133-724,37.5463417732,127.044249926
133-725,37.5481967894,127.055273038
133-722,37.5463417732,127.044249926
133-723,37.5463417732,127.044249926
133-720,37.5420905128,127.049651608
133-721,37.5463417732,127.044249926
700-130,35.873631719,128.597851637
664-120,34.9467734109,128.072908274
413-831,37.7441879823,126.712878097
413-833,37.7441879823,126.712878097
413-832,37.7441879823,126.712878097
413-835,37.7121045201,126.721144837
413-834,37.7121045201,126.721144837
413-837,37.7100539175,126.760495946
413-836,37.7100539175,126.760495946
576-820,35.7339401676,126.843958376
576-821,35.7295579395,126.821727667
576-822,35.7492867955,126.861441192
305-201,36.3060701443,127.290791709
305-202,36.2869498135,127.258150376
305-203,36.2775483222,127.294180717
305-205,36.2934480387,127.274834596
360-826,36.6071126703,127.507909607
360-825,36.6071126703,127.507909607
360-824,36.6071126703,127.507909607
360-823,36.6089065753,127.501371432
360-822,36.6595501279,127.490948929
360-821,36.6638539046,127.515682376
360-820,36.6638539046,127.515682376
487-717,37.9339344561,127.226528447
487-716,37.8890343935,127.217369023
360-120,36.6304664074,127.48541563
487-714,37.8232329445,127.138400725
487-713,37.8232329445,127.138400725
682-090,35.4958917062,129.422616184
467-903,37.1207740246,127.621672929
487-711,37.8542172966,127.159338995
487-710,37.8232329445,127.138400725
618-210,35.1171589758,128.880626614
445-070,37.2382532484,126.799015532
607-030,35.2042748766,129.091985265
742-870,36.5632788185,127.917237179
702-290,35.8950649716,128.536501681
742-872,36.5903342238,127.851105175
542-832,35.3395797442,127.494226129
542-833,35.2833158942,127.416511905
542-830,35.3158197472,127.439415141
542-831,35.3457801007,127.44817106
542-834,35.3033971834,127.456570452
542-835,35.3200794503,127.519005046
500-500,35.1993038542,126.951683539
742-150,36.3559499508,128.147179654
320-922,36.2556758812,127.134591753
320-923,36.28953243,127.071042962
320-920,36.2782357225,127.130267448
320-921,36.331194375,127.107193619
635-932,35.5587354635,128.572968966
635-933,35.5806771752,128.508144293
635-930,35.5763800814,128.511037677
635-931,35.5679805816,128.497780876
590-190,35.4198281297,127.400089409
120-012,37.5648511031,126.964119537
697-050,33.3219846175,126.570554554
487-861,38.0216650826,127.332074756
487-860,38.0311609677,127.367162624
487-863,38.0519146283,127.358962836
487-862,38.0754672683,127.391955825
790-761,36.0058519084,129.33613538
790-760,36.0058519084,129.33613538
790-763,36.0063567915,129.311763378
790-762,36.0058519084,129.33613538
435-882,37.3462824717,126.943317862
435-883,37.3536359337,126.945587786
435-884,37.3462824717,126.943317862
435-889,37.3462824717,126.943317862
540-240,34.9168007299,127.508504558
664-916,35.0614743502,127.95407553
664-917,35.0614743502,127.95407553
664-914,35.0568714525,127.936352205
664-915,35.0614743502,127.95407553
664-912,35.0578080244,127.9604344
664-913,35.0467544911,128.018296535
664-910,35.0575295106,127.959637528
664-911,35.0954188811,128.005324749
730-929,36.1062271734,128.335508133
501-819,35.1573337132,126.930710291
730-928,36.1139778857,128.334457695
501-817,35.1546073709,126.936125474
501-816,35.1546073709,126.936125474
501-815,35.1512047746,126.925171147
501-814,35.1512047746,126.925171147
501-813,35.1512047746,126.925171147
501-812,35.1537116122,126.915791913
501-811,35.1537116122,126.915791913
501-810,35.1443404066,126.920147121
441-746,37.2699862559,126.935956505
441-747,37.2699862559,126.935956505
441-744,37.2589742115,127.012034872
441-745,37.2576747663,127.024596889
441-742,37.2576747663,127.024596889
441-743,37.2576747663,127.024596889
441-740,37.2576747663,127.024596889
441-741,37.2576747663,127.024596889
441-748,37.2418690484,126.969394427
441-749,37.2699862559,126.935956505
701-110,35.893745326,128.638231069
645-780,35.1471302152,128.705458514
480-130,37.7553882119,127.05974803
704-919,35.8590553571,128.498814648
730-924,36.1270484462,128.339908515
645-430,35.1126278399,128.724546773
706-120,35.8624404895,128.67037664
423-720,37.4907492269,126.867941213
423-721,37.4907492269,126.867941213
423-722,37.4846677271,126.866604167
423-723,37.4846677271,126.866604167
540-863,34.9098535266,127.408988255
540-862,34.9305168016,127.43598477
540-861,34.9373211307,127.45737397
540-860,34.9391212971,127.455185987
423-728,37.480934521,126.870355377
423-729,37.480934521,126.870355377
120-753,37.5607686464,126.947212194
617-716,35.1501412184,129.010441071
617-717,35.1501412184,129.010441071
617-718,35.1501412184,129.010441071
763-824,36.4708003606,129.001282539
763-820,36.4630644592,129.037790776
763-821,36.4731611916,129.087078365
763-822,36.3992553739,129.02042142
763-823,36.4615201408,129.015834502
580-040,35.5722712686,126.885733916
678-942,35.5521534621,128.172453361
678-943,35.4990735374,128.237802203
678-940,35.5166136065,128.174520165
678-941,35.4895749695,128.167219441
363-921,36.7350065216,127.604450822
363-920,36.7394765882,127.54223479
363-923,36.7413441104,127.501022278
363-922,36.7682260589,127.541330555
711-711,35.774352261,128.419889708
711-713,35.774352261,128.419889708
711-712,35.774352261,128.419889708
711-715,35.7296535884,128.456080945
711-714,35.7296535884,128.456080945
791-070,36.0398781865,129.368034085
650-100,34.8515748534,128.413454242
336-140,36.7549197398,126.984545873
110-767,37.5846964544,126.999030857
150-810,37.5337949488,126.9047356
110-763,37.5786742165,126.999669431
670-861,35.6812402655,127.867112051
670-860,35.7011965005,127.854648246
670-862,35.7332122602,127.866247013
151-838,37.4840187046,126.94964966
150-817,37.4983439863,126.89815375
150-816,37.4983439863,126.89815375
502-722,35.156722838,126.889693975
502-723,35.156722838,126.889693975
502-720,35.1499367865,126.843321065
502-721,35.1351932465,126.857200856
502-726,35.1503921911,126.89025124
502-727,35.1499367865,126.843321065
502-724,35.156722838,126.889693975
502-725,35.1503921911,126.89025124
530-130,34.7851726495,126.384616956
461-330,37.4592698965,127.108954701
502-728,35.1494820867,126.863865835
502-729,35.1574045808,126.894087594
548-822,34.5825291214,127.484735795
548-821,34.5984673347,127.458382047
548-820,34.6019848521,127.455941956
560-021,35.817501871,127.147569465
520-200,35.0595356961,126.726680322
560-023,35.8210583285,127.148961508
560-022,35.8178058371,127.149561823
449-600,37.2345006329,127.201375688
140-870,37.5487674652,126.967458774
140-871,37.5315623013,126.968683607
140-872,37.5315623013,126.968683607
413-861,37.8124414737,126.830075776
135-838,37.4932421506,127.056693501
135-839,37.4997541151,127.057747892
140-876,37.5315623013,126.968683607
140-877,37.5276608638,126.962182448
135-834,37.5022556004,127.064164454
135-835,37.4932421506,127.056693501
135-836,37.4932421506,127.056693501
135-837,37.5022556004,127.064164454
135-830,37.5173572047,127.03716533
135-831,37.5173572047,127.03716533
135-832,37.5173572047,127.03716533
135-833,37.5173572047,127.03716533
681-420,35.5889728219,129.335375932
471-813,37.5933498626,127.139654221
471-812,37.5965169132,127.149171916
471-811,37.6011550888,127.127773819
471-810,37.5870493216,127.134135374
356-020,36.7803905921,126.445284655
471-816,37.5933498626,127.139654221
471-815,37.5965169132,127.149171916
471-814,37.5965169132,127.149171916
471-819,37.5933498626,127.139654221
471-818,37.5933498626,127.139654221
607-777,35.2200655751,129.080126585
607-776,35.1977613086,129.110055344
607-775,35.1977613086,129.110055344
607-774,35.2049574953,129.066306753
607-773,35.1977613086,129.110055344
607-772,35.1977613086,129.110055344
607-771,35.1977613086,129.110055344
607-770,35.197149269,129.098608988
545-755,34.9629081353,127.722013235
545-756,34.9629081353,127.722013235
545-757,34.9629081353,127.722013235
545-750,34.9629081353,127.722013235
545-751,34.9629081353,127.722013235
607-779,35.2049574953,129.066306753
607-778,35.2079863043,129.072997723
706-948,35.8579841515,128.61939359
706-949,35.87295779,128.646939337
706-940,35.8386449773,128.710479797
706-941,35.8555135447,128.650488066
706-942,35.8397795931,128.71887083
706-943,35.8555358517,128.622124415
706-944,35.8431337435,128.694630125
706-945,35.831472829,128.696435914
706-946,35.8662024247,128.617798329
706-947,35.8662024247,128.617798329
631-860,35.2087684821,128.578552972
631-861,35.1994990954,128.564192258
631-862,35.1994990954,128.564192258
631-863,35.1788907164,128.581584178
631-864,35.1788907164,128.581584178
631-865,35.1788907164,128.581584178
631-866,35.1788907164,128.581584178
631-867,35.2054408921,128.565522851
631-868,35.2054408921,128.565522851
631-869,35.1984902037,128.568055268
799-812,37.4855551061,130.860064597
799-813,37.5101754591,130.814965456
799-810,37.4676703648,130.838021774
799-811,37.4855551061,130.860064597
137-911,37.4920601569,127.025085146
137-910,37.4900861967,127.019534781
137-913,37.4835998899,127.012518545
137-912,37.4835998899,127.012518545
137-915,37.470622476,127.0410852
137-914,37.4835998899,127.012518545
137-917,37.470622476,127.0410852
137-916,37.470622476,127.0410852
137-919,37.4835998899,127.012518545
137-918,37.4900861967,127.019534781
429-781,37.3510635936,126.728892028
300-320,36.359528553,127.478727329
631-280,35.1571045758,128.550738127
501-730,35.1537116122,126.915791913
595-883,35.426788543,126.956217069
595-882,35.4690930866,126.906218476
595-881,35.4097093673,126.924972602
595-880,35.4321515009,126.929726825
641-850,35.2541369945,128.612147059
641-851,35.2541369945,128.612147059
570-170,35.9593457055,126.961272562
585-823,35.5488561937,126.684026073
619-750,35.2447167665,129.161580885
619-751,35.3160673952,129.168052212
585-820,35.5178181589,126.70355911
631-130,35.2066034809,128.570394206
411-777,37.6871456349,126.768555621
110-846,37.6063844978,126.968394054
110-847,37.6063844978,126.968394054
110-844,37.5749475538,127.005958999
110-845,37.5749475538,127.005958999
110-842,37.5707695593,127.016350108
110-843,37.5745687974,127.010745161
110-840,37.5707695593,127.016350108
110-841,37.5707695593,127.016350108
110-848,37.6063844978,126.968394054
110-849,37.6063844978,126.968394054
100-091,37.5678610341,126.98286271
100-094,37.5601075547,126.975457961
100-095,37.5575773075,126.974295335
380-020,36.971229345,127.931964666
701-250,35.8762436666,128.689342956
413-930,37.8888774852,126.712780964
601-700,35.1351571558,129.059753621
601-701,35.1299465373,129.042619933
601-703,35.1351571558,129.059753621
601-704,35.1213141555,129.039789519
601-705,35.1351571558,129.059753621
601-706,35.1351571558,129.059753621
601-707,35.1351571558,129.059753621
601-708,35.1351571558,129.059753621
601-709,35.1351571558,129.059753621
712-110,35.8383512883,128.72722865
407-762,37.5442064127,126.728194152
407-763,37.5367375993,126.729176205
152-802,37.5000851874,126.851051796
407-761,37.5428607963,126.724510217
152-804,37.5000851874,126.851051796
152-805,37.5000851874,126.851051796
407-764,37.5367375993,126.729176205
407-765,37.5367375993,126.729176205
152-808,37.4912405485,126.856582962
152-809,37.4912405485,126.856582962
407-768,37.5482215504,126.747819992
407-769,37.5851882297,126.727076066
580-150,35.5362088713,126.830863161
760-410,36.5411468829,128.705953779
451-842,37.0420259835,127.024608077
451-843,37.0477732803,127.031255918
451-840,37.0423083911,127.017427601
451-841,37.0328956867,127.049556432
742-310,36.4149802695,128.183046038
136-805,37.6104740264,127.019385015
406-140,37.4083400805,126.678675453
217-711,38.1906006435,128.529861908
133-799,37.5663254865,127.045330256
133-798,37.5585296065,127.036221493
413-200,37.7100539175,126.760495946
133-796,37.5611152811,127.030504794
133-790,37.5499307133,127.020166006
506-458,35.1283341792,126.691710716
506-459,35.1145431932,126.687423107
506-450,35.1495638621,126.706590801
506-451,35.1647517556,126.717995542
506-452,35.1497053522,126.733499283
506-453,35.1454098812,126.693274836
506-454,35.1642492359,126.67298588
506-455,35.1539793156,126.661863353
506-456,35.1234175111,126.659795554
506-457,35.1389123605,126.672406921
600-819,35.0995253244,129.028316253
600-818,35.0995253244,129.028316253
158-822,37.5385723421,126.827196146
158-823,37.5336808163,126.829053883
409-852,37.8248965826,124.698247391
409-853,37.7699540076,124.741494052
409-850,37.8246014174,124.714536577
409-851,37.8248965826,124.698247391
449-930,37.2462035848,127.188111661
449-933,37.2462035848,127.188111661
449-932,37.2462035848,127.188111661
449-935,37.2576019329,127.204327463
690-192,33.4945540287,126.433653396
690-191,33.4828888436,126.430019509
449-934,37.2576019329,127.204327463
681-748,35.5563431517,129.275692209
681-749,35.5563431517,129.275692209
412-230,37.6053787241,126.826837873
513-841,35.2482020154,126.505515966
138-743,37.4986445265,127.126495213
138-742,37.5182926382,127.101366591
138-741,37.4965421666,127.105729381
138-740,37.503036056,127.128140225
138-747,37.4986445265,127.126495213
138-746,37.4986445265,127.126495213
138-745,37.4986445265,127.126495213
770-050,35.9681833946,128.925689347
138-749,37.5155386031,127.134432583
138-748,37.4986445265,127.126495213
740-704,36.1404970485,128.077405409
740-705,36.1404970485,128.077405409
740-706,36.1404970485,128.077405409
740-707,36.1217482231,128.121112278
740-701,36.1363795543,128.112988311
740-702,36.1197282212,128.144510621
740-703,36.1404970485,128.077405409
448-130,37.3045648643,127.081096021
740-708,36.1258033507,128.113394372
482-010,37.8149066278,127.071198218
448-131,37.3045648643,127.081096021
448-132,37.3045648643,127.081096021
110-300,37.5741286083,126.984690612
314-702,36.4485446237,127.119321326
612-779,35.1896400466,129.125309916
612-778,35.1779033892,129.176246729
152-751,37.5000851874,126.851051796
612-775,35.1691660324,129.182651037
612-774,35.1722729708,129.166605691
612-777,35.1722729708,129.166605691
612-776,35.1709351088,129.174278692
612-771,35.1722729708,129.166605691
612-770,35.1712543395,129.139971805
612-773,35.1691660324,129.182651037
612-772,35.1722729708,129.166605691
447-722,37.1411447959,127.079259958
447-723,37.1288754673,127.074430663
447-720,37.1531330003,127.072855925
447-721,37.1411447959,127.079259958
447-726,37.1411447959,127.079259958
447-727,37.1411447959,127.079259958
447-724,37.1411447959,127.079259958
447-728,37.1607310696,127.072291299
447-729,37.1297879894,127.084235724
770-600,35.9732484678,128.938604755
448-162,37.3259206635,127.106717422
425-100,37.3075168521,126.774412272
449-040,37.2302479786,127.232690888
502-290,35.1650139022,126.837233187
426-400,37.3679251375,126.884029268
456-350,37.0393124158,127.259245369
682-754,35.5031685185,129.418308212
682-756,35.5168132617,129.428561434
682-757,35.4958917062,129.422616184
682-751,35.5523067217,129.427859086
682-752,35.5315793608,129.41781176
682-753,35.5315793608,129.41781176
682-758,35.4958917062,129.422616184
682-759,35.5088730668,129.426603111
151-775,37.480738318,126.956960097
151-774,37.4897125056,126.948329656
151-777,37.4762878382,126.958373562
151-776,37.4762878382,126.958373562
151-771,37.4763551853,126.915679826
151-770,37.4897125056,126.948329656
151-773,37.4763551853,126.915679826
151-772,37.4763551853,126.915679826
503-312,35.1346722847,126.894125819
151-778,37.4853849755,126.942502873
503-310,35.1304016375,126.89209499
404-320,37.5967164448,126.710093937
667-861,35.0270965842,127.83275356
667-860,35.0221325721,127.817284696
667-863,35.049563259,127.815006251
667-862,35.001706726,127.793565097
400-800,37.4535438176,126.619757459
400-801,37.4535438176,126.619757459
400-802,37.4535438176,126.619757459
400-803,37.4535438176,126.619757459
429-252,37.3988633186,126.800701604
429-250,37.3988633186,126.800701604
429-251,37.3988633186,126.800701604
422-819,37.4825328549,126.769749034
760-702,36.5419008712,128.727677775
701-764,35.8796439111,128.623134135
702-310,35.8996543354,128.512312485
355-863,36.1920706599,126.579800016
355-862,36.2330883596,126.633183466
355-861,36.2205888226,126.618774435
417-700,37.7492764982,126.485102581
630-854,35.2468222971,128.495976288
630-855,35.2655180402,128.49711111
630-856,35.2591275056,128.518142865
630-857,35.2474090634,128.516891643
630-850,35.2467710054,128.507660204
630-851,35.2020763832,128.498084621
630-852,35.2313803476,128.489695391
630-853,35.2263248145,128.517083376
150-716,37.5267849151,126.930167091
230-863,37.3552785973,128.202033225
150-717,37.5267849151,126.930167091
760-705,36.5419008712,128.727677775
150-714,37.5267849151,126.930167091
150-715,37.5267849151,126.930167091
150-712,37.5267849151,126.930167091
150-713,37.5267849151,126.930167091
590-010,35.4109603279,127.383060019
422-815,37.4839506167,126.75606832
422-814,37.4839506167,126.75606832
635-872,35.4430494984,128.47777597
635-871,35.4563241958,128.457787043
635-870,35.4581012626,128.472940336
561-360,35.8599741202,127.056973424
133-859,37.5611152811,127.030504794
683-816,35.5486577061,129.385345847
683-815,35.5486577061,129.385345847
683-812,35.6287857352,129.36230174
683-813,35.6287857352,129.36230174
683-810,35.6146960467,129.362535981
683-811,35.6146960467,129.362535981
501-130,35.1454833367,126.914856644
133-857,37.5611152811,127.030504794
133-850,37.5641010992,127.055479467
730-300,36.0871679178,128.445319054
140-220,37.526264959,127.000312237
704-371,35.8140108486,128.545280593
704-370,35.8140108486,128.545280593
704-373,35.8101527669,128.550126739
704-372,35.8125732315,128.536233731
570-746,35.9472503498,126.941691595
427-740,37.4359511962,126.992727759
427-741,37.4359511962,126.992727759
314-929,,
314-923,36.4042961978,127.230716832
314-922,,
314-921,36.4021827819,127.269125853
314-920,36.3967339835,127.250206205
314-924,36.3554652342,127.2389374
412-170,37.5806237278,126.856900757
150-828,37.4983439863,126.89815375
150-829,37.5094460484,126.895944454
150-824,37.4927542542,126.898283466
150-825,37.4927542542,126.898283466
150-826,37.4983439863,126.89815375
150-827,37.4927542542,126.898283466
150-820,37.495499815,126.906136734
150-821,37.495499815,126.906136734
150-822,37.495499815,126.906136734
150-823,37.4927542542,126.898283466
100-733,37.5629837198,126.976357968
100-732,37.5625571795,126.97069437
100-731,37.5625571795,126.97069437
100-730,37.567771992,127.006633051
100-737,37.5631129454,126.97389955
100-736,37.5631129454,126.97389955
100-735,37.5631129454,126.97389955
100-734,37.5651500652,127.021822653
100-739,37.5631129454,126.97389955
100-738,37.5631129454,126.97389955
150-796,37.5267849151,126.930167091
150-797,37.5146937649,126.909392942
150-794,37.5267849151,126.930167091
150-795,37.5267849151,126.930167091
150-792,37.5393563567,126.892639687
150-793,37.5267849151,126.930167091
150-790,37.5267849151,126.930167091
150-791,37.5293681803,126.891015825
150-798,37.5178895038,126.903552263
150-799,37.5240155728,126.907114628
445-944,37.1002397006,126.861436078
445-945,37.1155988839,126.927981162
445-946,37.1223423927,126.898376113
445-947,37.1186314926,126.880629948
445-940,37.0792465553,126.832094843
445-941,37.1347085213,126.829298336
445-942,37.0386351052,126.811610327
445-943,37.0384146118,126.846163016
350-754,36.5991790311,126.661615307
350-755,36.5991790311,126.661615307
350-756,36.5874114042,126.647131105
350-751,36.5990751869,126.633800891
350-752,36.5842979445,126.661099228
350-753,36.5991790311,126.661615307
100-080,37.56222,126.978042381
345-701,36.4535592129,126.806734643
345-702,36.4535592129,126.806734643
712-100,35.801229319,128.742640815
608-704,35.1174775737,129.095207395
608-701,35.1349736263,129.083553743
608-702,35.1347741397,129.100323759
413-739,37.7448412704,126.804992185
608-709,35.1349736263,129.083553743
142-741,37.625858888,127.046621527
142-742,37.625858888,127.046621527
142-743,37.625858888,127.046621527
230-850,37.2721945258,128.268937191
230-851,37.242871536,128.265361954
230-852,37.2235661367,128.282692136
230-853,37.2872244577,128.22778743
230-854,37.2640177767,128.284257265
502-882,35.1712965177,126.865252135
502-881,35.1712965177,126.865252135
760-714,36.5615239078,128.701719675
760-711,36.5702307722,128.736253154
760-710,36.5419008712,128.727677775
760-713,36.5419008712,128.727677775
760-712,36.5419008712,128.727677775
122-939,37.5842922276,126.907012614
122-938,37.5842922276,126.907012614
530-300,34.7953657172,126.387491512
156-817,37.4866426381,126.97197686
156-816,37.4886227432,126.979194666
607-827,35.197149269,129.098608988
156-814,37.4886227432,126.979194666
156-813,37.5123104175,126.94203884
156-812,37.5123104175,126.94203884
361-510,36.674441309,127.427094933
156-810,37.5082364146,126.926461055
461-160,37.443114921,127.141137378
461-161,37.443114921,127.141137378
461-162,37.4486811136,127.145812979
461-163,37.4435666198,127.148976221
156-819,37.4866426381,126.97197686
156-818,37.4866426381,126.97197686
520-010,35.0334903658,126.720674003
607-826,35.1977613086,129.110055344
269-852,38.1636785841,127.474502114
122-909,37.5946832238,126.923083262
217-080,38.1876532584,128.590848519
269-851,38.256274141,127.474875167
122-904,37.6043653887,126.915358881
122-905,37.6006933984,126.926804996
122-906,37.6006933984,126.926804996
122-907,37.6006933984,126.926804996
122-900,37.6043653887,126.915358881
122-901,37.6043653887,126.915358881
122-902,37.6043653887,126.915358881
122-903,37.6043653887,126.915358881
573-010,35.9910843435,126.689373785
302-874,36.3038570419,127.337367131
302-875,36.3128512867,127.37358579
302-876,36.3525471566,127.385816197
302-870,36.3068527935,127.373659609
302-871,36.3128512867,127.37358579
302-872,36.3525471566,127.385816197
302-873,36.3301459837,127.385175577
527-800,34.6358642666,126.773490944
527-801,34.6002730866,126.759049318
462-709,37.4521211054,127.168879724
462-708,37.43214435,127.13160324
527-804,34.6308830446,126.726889849
527-805,34.6364695875,126.769405989
527-806,34.6198854674,126.757575118
701-870,35.8729369783,128.727195348
462-703,37.4333251526,127.164336
462-701,37.4450553893,127.162431497
462-700,37.4211450154,127.14374417
462-707,37.43214435,127.13160324
462-706,37.4333251526,127.164336
462-705,37.4333251526,127.164336
462-704,37.4333251526,127.164336
390-070,37.1399903669,128.219146092
585-880,35.4195401712,126.559634803
585-881,35.4206254169,126.579893289
585-882,35.3957967083,126.593803492
585-883,35.4168769541,126.550140761
613-758,35.1549828062,129.111245195
613-759,35.1549828062,129.111245195
613-752,35.1629599989,129.11247415
613-753,35.1629599989,129.11247415
613-751,35.143830831,129.114717911
565-891,35.9536479042,127.315840004
565-890,35.9369733713,127.296699182
613-754,35.1549828062,129.111245195
565-892,35.9172887841,127.268213796
157-863,37.5537434511,126.870985337
157-862,37.5537434511,126.870985337
157-861,37.5537434511,126.870985337
157-860,37.5537434511,126.870985337
157-867,37.5362848032,126.84895228
157-866,37.5362848032,126.84895228
157-865,37.5537434511,126.870985337
157-864,37.5537434511,126.870985337
157-869,37.5482046548,126.84179448
157-868,37.5362848032,126.84895228
676-830,35.647666701,127.695412834
676-831,35.6382409705,127.726310696
676-832,35.6203605703,127.676654545
780-700,35.8598491603,129.21847662
780-701,35.8544963447,129.22279889
780-702,35.8598491603,129.21847662
780-704,35.8459144809,129.212275989
780-705,35.8459144809,129.212275989
780-707,35.8598491603,129.21847662
780-709,35.846232404,129.171151275
660-962,35.1971525579,128.002654614
660-961,35.1763510836,127.9751884
660-960,35.2325999634,127.960763391
573-020,35.9890948579,126.711192149
